image,url,brandLogo,brandUrl,model,description,price
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 3 AIRCON RAM-Z30C3MS/1XRAK-ZJ10CMS/1XRAK-ZJ13CMS/1XRAK-ZJ18,"1X9000, 1X12000 & 1X18000 BTU",3609
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 3 AIRCON RAM-Z30C3MS/2XRAK-ZJ10CMS/1XRAK-ZJ18CMS,2X9000 & 1X18000 BTU,3549
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 3 AIRCON RAM-Z30C3MS/2XRAK-ZJ10CMS/1XRAK-ZJ13CMS,2X9000 & 1X12000 BTU,3529
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 3 AIRCON RAM-Z30C3MS/3XRAK-ZJ13CMS,3X12000 BTU,3639
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 3 AIRCON RAM-Z30C3MS/3XRAK-ZJ10CMS,3X9000 BTU,3469
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 2 AIRCON RAM-Z23C2MS/1XRAK-ZJ10CMS/1XRAK-ZJ24CMS,1X9000 & 1X24000 BTU,2609
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 2 AIRCON RAM-Z23C2MS/1XRAK-ZJ10CMS/1XRAK-ZJ18CMS,1X9000 & 1X18000 BTU,2539
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 2 AIRCON RAM-Z23C2MS/1XRAK-ZJ10CMS/1XRAK-ZJ13CMS,1X9000 & 1X12000 BTU,2519
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 2 AIRCON RAM-Z23C2MS/2XRAK-ZJ13CMS,2X12000 BTU,2569
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 2 AIRCON RAM-Z23C2MS/2XRAK-ZJ10CMS,2X9000 BTU,2459
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 1 AIRCON RAC-GJ13CMS/RAS-G13CMS,12000 BTU - 3 TICKS,1379
/aircon/stock.png,https://www.hitachi.asia/,/brands/hitachi.svg,https://www.hitachi.asia/,HITACHI SYSTEM 1 AIRCON RAC-GJ18CMS/RAS-G18CMS,18000 BTU - 3 TICKS,1809
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 1 AIRCON - R32 S3UQ18K21PA-S3NQ18K21PA,18000 BTU - 3 TICKS,1729
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 1 AIRCON - R32 S3UQ09JL1PA-S3NQ09JL1PA,9000 BTU - 3 TICKS,1249
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ARTCOOL Z4UQ28GFA0-3X12GDJR0-1X18GDKR0,3X12000-1X18000 BTU,5279
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ARTCOOL Z4UQ28GFA0-4X12GDJR0,4X12000 BTU,5229
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ARTCOOL Z4UQ28GFA0-1X09GDJR0-2X12GDJR0-1X18GDKR0,1X9000-2X12000-1X18000 BTU,5249
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ARTCOOL Z4UQ28GFA0-2X09GDJR0-1X12GDJR0-1X24GDKR0,2X9000-1X12000-1X24000 BTU,5289
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ARTCOOL Z4UQ28GFA0-2X09GDJR0-1X12GDJR0-1X18GDKR0,2X9000-1X12000-1X18000 BTU,5229
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ARTCOOL Z4UQ28GFA0-2X09GDJR0-2X12GDJR0,2X9000-2X12000 BTU,5189
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ARTCOOL Z4UQ28GFA0-3X09GDJR0-1X24GDKR0,3X9000-1X24000 BTU,5259
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ARTCOOL Z4UQ28GFA0-3X09GDJR0-1X18GDKR0,3X9000-1X18000 BTU,5209
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ARTCOOL Z4UQ28GFA0-3X09GDJR0-1X12GDJR0,3X9000-1X12000 BTU,5169
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ARTCOOL Z4UQ28GFA0-4X09GDJR0,4X9000 BTU,5139
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z4UQ28GFA0-2X12GDJR0-1X18GDKR0,2X12000-1X18000 BTU,4399
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z4UQ28GFA0-3X12GDJR0,3X12000 BTU,4359
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z4UQ28GFA0-1X09GDJR0-1X18GDKR0-1X24GDKR0,1X9000-1X18000-1X24000 BTU,4479
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z4UQ28GFA0-1X09GDJR0-2X18GDKR0,1X9000-2X18000 BTU,4429
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z4UQ28GFA0-1X09GDJR0-1X12GDJR0-1X18GDKR0,1X9000-1X12000-1X18000 BTU,4379
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z4UQ28GFA0-1X09GDJR0-2X12GDJR0,1X9000- 2X12000 BTU,4339
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z4UQ28GFA0-2X09GDJR0-1X24GDKR0,2X9000- 1X24000 BTU,4409
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z4UQ28GFA0-2X09GDJR0-1X18GDKR0,2X9000- 1X18000 BTU,4359
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z4UQ28GFA0-2X09GDJR0-1X12GDJR0,2X9000- 1X12000 BTU,4319
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z4UQ28GFA0-3X09GDJR0,3X9000 BTU,4289
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/3X12GSJC0/1X18GSKC0,3X12000-1X18000 BTU,4759
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/4X12GSJC0,4X12000 BTU,4709
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/1X09GSJC0/2X12GSJC0/1X18GSKC0,1X9000-2X12000-1X18000 BTU,4749
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/1X09GSJC0/3X12GSJC0,1X9000-3X12000 BTU,4699
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/2X09GSJC0/2X18GSKC0,2X9000-2X18000 BTU,4799
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/2X09GSJC0/1X12GSJC0/1X24GSKC0,2X9000-1X12000-1X24000 BTU,4769
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/2X09GSJC0/1X12GSJC0/1X18GSKC0,2X9000-1X12000-1X18000 BTU,4739
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/2X09GSJC0/2X12GSJC0,2X9000-2X12000 BTU,4689
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/3X09GSJC0/1X24GSKC0,3X9000-1X24000 BTU,4759
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/3X09GSJC0/1X18GSKC0,3X9000-1X18000 BTU,4729
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/3X09GSJC0/1X12GSJC0,3X9000-1X12000 BTU,4679
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 4 AIRCON - ALPHA Z4UQ28GFA0/4X09GSJC0,4X9000 BTU,4669
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/3X18GSKC0,3X18000 BTU,4129
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/2X12GSJC0/1X18GSKC0,2X12000-1X18000 BTU,4019
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/3X12GSJC0,3X12000 BTU,3969
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/1X09GSJC0/1X18GSKC0/1X24GSKC0,1X9000-1X18000-1X24000 BTU,4099
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/1X09GSJC0/2X18GSKC0,1X9000-2X18000 BTU,4069
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/1X09GSJC0/1X12GSJC0/1X24GSKC0,1X9000-1X12000-1X24000 BTU,4039
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/1X09GSJC0/1X12GSJC0/1X18GSKC0,1X9000-1X12000-1X18000 BTU,4009
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/1X09GSJC0/2X12GSJC0,1X9000-2X12000 BTU,3959
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/2X09GSJC0/1X24GSKC0,2X9000-1X24000 BTU,4029
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/2X09GSJC0/1X18GSKC0,2X9000-1X18000 BTU,3999
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/2X09GSJC0/1X12GSJC0,2X9000-1X12000 BTU,3949
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z4UQ28GFA0/3X09GSJC0,3X9000 BTU,3929
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z3UQ18GFA0/3X09GDJR0,3X9000 BTU,3999
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ARTCOOL Z3UQ18GFA0/2X12GDJR0,2X12000 BTU,3019
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ARTCOOL Z3UQ18GFA0/1X09GDJR0-1X12GDJR0,1X9000-1X12000 BTU,2999
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ARTCOOL Z3UQ18GFA0/2X09GDJR0,2X9000 BTU,2979
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ18GFA0/3X12GSJC0,3X12000 BTU,3669
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ18GFA0/1X09GSJC0/2X12GSJCO,1X9000-2X12000 BTU,3659
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ18GFA0/2X09GSJC0/1X12GSJCO,2X9000-1X12000 BTU,3649
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ18GFA0/3X09GSJC0,3X9000 BTU,3639
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ALPHA Z3UQ18GFA0/2X12GSJC0,2X12000 BTU,2759
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ALPHA Z3UQ18GFA0/1X09GSJC0/1X12GSJC0,1X9000-1X12000 BTU,2749
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ALPHA Z3UQ18GFA0/2X09GSJC0,2X9000 BTU,2739
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 1 AIRCON - R32 S3UQ12JL1PA-S3NQ12JL1PA,12000 BTU - 3 TICKS,1299
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z3UQ26GFA0/1X09GDJR0/1X12GDJR0/1X24GDKR0,1X9000-1X12000-1X24000 BTU,4279
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z3UQ26GFA0/2X12GDJR0/1X18GDKR0,2X12000- 1X18000 BTU,4249
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z3UQ26GFA0/2X09GDJR0/1X24GDKR0,2X9000- 1X24000 BTU,4259
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z3UQ26GFA0/3X12GDJR0,3X12000 BTU,4209
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z3UQ26GFA0/2X09GDJR0/1X18GDKR0,2X9000- 1X18000 BTU,4209
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z3UQ26GFA0/1X09GDJR0/2X12GDJR0,1X9000- 2X12000 BTU,4189
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ARTCOOL Z3UQ26GFA0/2X09GDJR0/1X12GDJR0,2X9000- 1X12000 BTU,4159
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ARTCOOL Z3UQ26GFA0/1X12GDJR0/1X18GDKR0,1X12000-1X18000 BTU,3249
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ARTCOOL Z3UQ26GFA0/1X09GDJR0/1X18GDKR0,1X9000-1X18000 BTU,3229
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ARTCOOL Z3UQ26GFA0/2X12GDJR0,2X12000 BTU,3199
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ARTCOOL Z3UQ26GFA0/1X09GDJR0/1X12GDJR0,1X9000-1X12000 BTU,3179
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ARTCOOL Z3UQ26GFA0/2X09GDJR0,2X9000 BTU,3159
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ26GFA0/2X12GSJC0/1X24GSKC0,2X12000-1X24000 BTU,3899
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ26GFA0/2X09GSJC0/1X24GSKC0,2X9000-1X24000 BTU,3879
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ26GFA0/1X09GSJC0/1X12GSJC0/1X18GSKC0,1X9000-1X12000-1X18000 BTU,3859
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ26GFA0/3X12GSJC0,3X12000 BTU,3819
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ26GFA0/2X09GSJC0/1X18GSKC0,2X9000-1X18000 BTU,3849
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ26GFA0/1X09GSJC0/2X12GSJC0,1X9000-2X12000 BTU,3799
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ26GFA0/2X09GSJC0/1X12GSJC0,2X9000-1X12000 BTU,3789
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 3 AIRCON - ALPHA Z3UQ26GFA0/3X09GSJC0,3X9000 BTU,3779
/aircon/stock.png,https://www.lg.com/sg/,/brands/lg.svg,https://www.lg.com/sg/,LG SYSTEM 2 AIRCON - ALPHA Z3UQ26GFA0/1X09GSJC0/1X24GSKC0,1X9000-1X24000 BTU,3019
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 1 AIRCON MPAG-1S12D/MPAG-12D,12000 BTU - 4 TICKS,1039
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 4 AIRCON-W/WIFI MAE-4M30E/2XMSEID-09/1XMSEID-12/1XMSEID-24,"2x9000, 1x12000, 1x24000 BTU",4359
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 4 AIRCON-W/WIFI MAE-4M30E/3XMSEID-09/1XMSEID-24,"3x9000, 1x24000 BTU",4319
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/WIFI MAE-4M30E/2XMSEID-09/1XMSEID-24,"2x9000, 1x24000 BTU",3709
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 4 AIRCON-W/WIFI MAE-4M30E/2XMSEID-09/1XMSEID-12/1XMSEID-18,"2x9000, 1x12000, 1x18000 BTU",4319
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 4 AIRCON-W/WIFI MAE-4M30E/3XMSEID-09/1XMSEID-18,"3x9000, 1x18000 BTU",4269
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 4 AIRCON-W/WIFI MAE-4M30E/2XMSEID-09/2XMSEID-12,"2x9000, 2x12000 BTU",4249
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 4 AIRCON-W/WIFI MAE-4M30E/3XMSEID-09/1XMSEID-12,"3x9000, 1x12000 BTU",4209
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/WIFI MAE-4M30E/2XMSEID-09/1XMSEID-18,"2x9000, 1x18000 BTU",3659
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/WIFI MAE-4M30E/2XMSEID-09/1XMSEID-12,"2x9000, 1x12000 BTU",3599
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 1 AIRCON MAS-1S09E/MSAS-09E,9000 BTU - 5 TICKS,1249
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 2 AIRCON MKC-2M15E/2XSMKC-09,2x9000 BTU,2399
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 4 AIRCON MKC-4M27E/4XSMKC-09,4x9000 BTU,3859
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 1 AIRCON MPAG-1S09C/MPAG-09C,9000 BTU - 3 TICKS,999
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 1 AIRCON MPAG-1S18B/MPAG-18B,18000 BTU - 2 TICKS,1449
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 2 AIRCON-W/WIFI MAE-2M18E/2XMSEID-12,2x12000 BTU,2649
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 2 AIRCON-W/WIFI MAE-2M18E/1XMSEID-09/1XMSEID-12,"1x9000, 1x12000 BTU",2599
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 2 AIRCON-W/WIFI MAE-2M18E/2XMSEID-09,2x9000 BTU,2559
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/O WIFI MAE-3M21D/3XMSEID-12(S),3x12000 BTU,3089
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/O WIFI MAE-3M21D/1XMSEID-09(S)/2XMSEID-12(S),"1x9000, 2x12000 BTU",3059
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/O WIFI MAE-3M21D/2XMSEID-09(S)/1XMSEID-12(S),"2x9000, 1x12000 BTU",3019
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/O WIFI MAE-3M21D/3XMSEID-09(S),3x9000 BTU,2989
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 2 AIRCON-W/O WIFI MAE-3M21D/2XMSEID-12(S),2X12000 BTU,2409
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 2 AIRCON-W/O WIFI MAE-3M21D/1XMSEID-09(S)/1XMSEID-12(S),"1x9000, 1x1200 BTU",2379
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 2 AIRCON-W/O WIFI MAE-3M21D/2XMSEID-09(S),2x9000 BTU,2339
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/WIFI MAE-3M21D/3XMSEID-12,3x12000 BTU,3319
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/WIFI MAE-3M21D/1XMSEID-09/2XMSEID-12,"1x9000, 2x12000 BTU",3269
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/WIFI MAE-3M21D/2XMSEID-09/1XMSEID-12,"2x9000, 1x12000 BTU",3229
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 3 AIRCON-W/WIFI MAE-3M21D/3XMSEID-09,3x9000 BTU,3179
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 2 AIRCON-W/WIFI MAE-3M21D/2XMSEID-12,2X12000 BTU,2559
/aircon/stock.png,https://www.midea.com/sg/,/brands/midea.png,https://www.midea.com/sg/,MIDEA SYSTEM 2 AIRCON-W/WIFI MAE-3M21D/1XMSEID-09/1XMSEID-12,"1x9000, 1x1200 BTU",2519
